athlete_id,name,born_date,born_city,born_region,born_country,NOC,height_cm,weight_kg,died_date,height_inch
282,S. M. Hadi,1899-08-12,Hyderabad,Andhra Pradesh,IND,India,,,1971-07-14,nan
283,Sydney Jacob,1879-10-28,Kasauli,Himachal Pradesh,IND,India,,,1977-02-14,nan
284,Ramesh Krishnan,1961-06-05,Chennai (Madras),Tamil Nadu,IND,India,170.0,63.0,,66.81
285,Vimal Kumar,1962-11-19,,,,India,184.0,78.0,,72.312
286,Kamlesh Mehta,1960-05-01,Mumbai,Maharashtra,IND,India,,,,nan
287,Leander Paes,1973-06-17,Kolkata (Calcutta),West Bengal,IND,India,178.0,77.0,,69.95400000000001
288,Donald Rutnam,1902-09-19,Colombo,Basnahira,SRI,India,,,1968-06-10,nan
289,Mohammed Sleem,1892-01-14,Multan,Punjab,PAK,India,,,,nan
290,Ángel Bello,1951-01-09,Vigo,Pontevedra,ESP,Argentina,,,2013-06-13,nan
291,Claudio Pafundi,1962-01-31,,,,Argentina,,,,nan
292,Maureen Adams,1937-08-27,,,,Australia,169.0,68.0,2017-12-15,66.417
293,Deonne Bridger,1972-05-15,Perth,Western Australia,AUS,Australia,168.0,62.0,,66.024
294,Terry Donovan,1944-12-27,,,,Australia,157.0,53.0,,61.701
295,Myfanwy Matthews,1975-12-29,Dubbo,New South Wales,AUS,Australia,174.0,60.0,,68.382
296,Carole Toy,1948-07-18,,,,Australia,164.0,61.0,,64.452
297,David Anear,1948-03-26,Lowestoft,England,GBR,Australia,175.0,80.0,,68.775
298,Christopher Blake,1953-06-13,,,,Australia,180.0,81.0,,70.74000000000001
299,Scott Dumbrell,1961-02-03,,,,Australia,182.0,66.0,,71.526
300,Simon Fairweather,1969-10-09,Adelaide,South Australia,AUS,Australia,175.0,71.0,,68.775
301,Jackson Fear,1978-01-13,Sydney,New South Wales,AUS,Australia,178.0,125.0,2006-07-21,69.95400000000001
302,Matt Gray,1973-06-24,Yea,Victoria,AUS,Australia,189.0,86.0,,74.277
303,Grant Greenham,1954-07-20,Perth,Western Australia,AUS,Australia,,,2018-08-23,nan
304,Scott Hunter-Russell,1970-06-01,Sydney,New South Wales,AUS,Australia,164.0,65.0,,64.452
305,Terry Reilly,1947-10-24,,,,Australia,180.0,72.0,,70.74000000000001
306,Graeme Telford,1942-03-19,,,,Australia,185.0,,,72.705
307,Rodney Wagner,1955-07-30,,,,Australia,183.0,89.0,,71.919
308,Ursula Valenta,1951-07-17,,,,Austria,171.0,62.0,,67.203
309,Peter Mitterer,1947-04-12,Gmunden,Oberösterreich,AUT,Austria,180.0,79.0,,70.74000000000001
310,Oswald Probst,1935-07-09,Wien (Vienna),Wien,AUT,Austria,172.0,67.0,2015-07-15,67.596
311,Marie-Claire Van Stevens,1948-05-22,Vilvoorde,Vlaams Brabant,BEL,Belgium,157.0,60.0,,61.701
312,Raymonda Verlinden,1945-09-25,Kessel,Antwerpen,BEL,Belgium,157.0,60.0,,61.701
313,Alphonse Allaert,1872-10-27,Sint-Michiels,West-Vlaanderen,BEL,Belgium,,,,nan
314,André Baeyens,1946-09-29,Erondegem,Oost-Vlaanderen,BEL,Belgium,168.0,,,66.024
315,Pierre Blacks,1948-10-20,Ixelles,Région de Bruxelles-Capitale,BEL,Belgium,182.0,75.0,,71.526
316,Edmond Cloetens,,,,,Belgium,,,,nan
317,Robert Cogniaux,1934-05-29,Asse,Vlaams Brabant,BEL,Belgium,173.0,75.0,,67.989
318,Jos Daman,1945-10-15,Mechelen (Mechlin),Antwerpen,BEL,Belgium,167.0,,,65.631
319,Victor De Knibber,1875-01-23,Sint-Joost-ten-Node,Région de Bruxelles-Capitale,BEL,Belgium,,,,nan
320,Patrick De Koning,1961-04-23,Dendermonde,Oost-Vlaanderen,BEL,Belgium,178.0,92.0,,69.95400000000001
321,Jérôme De Mayer,1875-07-21,,,,Belgium,,,1958-08-18,nan
322,Louis Delcon,,,,,Belgium,,,,nan
323," Druart, Jr.",,,,,Belgium,,,,nan
324,Louis Fierens,1875-10-14,Duffel,Antwerpen,BEL,Belgium,,,1967-01-01,nan
325,Firmin Flamand,,,,,Belgium,,,,nan
326,Emmanuel Foulon,1871-12-29,Frameries,Hainaut,BEL,Belgium,,,1945-07-22,nan
327,Joseph Hermans,,,,,Belgium,,,,nan
328,Francis Notenboom,1957-08-09,Essen,Antwerpen,BEL,Belgium,180.0,83.0,,70.74000000000001
329,Louis Van Beeck,,,,,Belgium,,,,nan
330,Louis Van De Perck,1889-10-14,Hoboken,Antwerpen,BEL,Belgium,,,1953-11-30,nan
331,Auguste Van De Verre,,,,,Belgium,,,,nan
332,Willy Van Den Bossche,1949-01-22,Adegem,Oost-Vlaanderen,BEL,Belgium,176.0,78.0,,69.168
333,Hubert Van Innis,1866-02-24,Elewijt,Vlaams Brabant,BEL,Belgium,,,1961-11-25,nan
334,Edmond Van Moer,,,,,Belgium,,,,nan
335,Pierre Van Tilt,,,,,Belgium,,,,nan
336,Paul Vermeiren,1963-08-27,Herentals,Antwerpen,BEL,Belgium,181.0,79.0,,71.13300000000001
337,Marnix Vervinck,1959-08-09,Beernem,West-Vlaanderen,BEL,Belgium,172.0,72.0,,67.596
338,Karma Chhoden,1966-06-13,,,,Bhutan,174.0,55.0,,68.382
339,Sonam Chuki,1963-04-07,,,,Bhutan,163.0,48.0,,64.059
340,Rinzi Lham,1967-10-10,,,,Bhutan,163.0,57.0,,64.059
341,Namgyal Lhamu,1974-04-05,,,,Bhutan,163.0,57.0,,64.059
342,Pem Tshering,1975-09-10,,,,Bhutan,,,,nan
343,Karma Tshomo,1973-10-10,,,,Bhutan,,,,nan
344,Ugyen Ugyen,1974-06-02,,,,Bhutan,,,,nan
345,Thinley Dorji,1950-11-20,,,,Bhutan,180.0,75.0,,70.74000000000001
346,Jubzang Jubzang,1971-05-07,,,,Bhutan,163.0,55.0,,64.059
347,Nawang-Dash Pelzang,1951-07-15,,,,Bhutan,176.0,60.0,,69.168
348,Karma Tenzin,1972-12-01,,,,Bhutan,,,,nan
349,Jigme Tshering,1959-10-18,,,,Bhutan,163.0,58.0,,64.059
350,Lhendup Tshering,1947-06-05,,,,Bhutan,173.0,77.0,,67.989
351,Pema Tshering,1951-07-15,,,,Bhutan,165.0,65.0,,64.845
352,Volha Yakusheva,1974-10-07,Vitebsk,Vitebsk,BLR,Belarus,,,,nan
353,Volha Zabuhina-Moroz,1966-12-09,Minsk,Minsk,BLR,Belarus,,,,nan
354,Arci Kempner,1934-02-03,Porto Alegre,Rio Grande do Sul,BRA,Brazil,170.0,60.0,,66.81
355,Jorge Azevedo,1950-05-10,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,168.0,70.0,,66.024
356,Renato Dutra e Mello,1955-05-12,Rio de Janeiro,Rio de Janeiro,BRA,Brazil,167.0,72.0,,65.631
357,Vítor Krieger,1960-04-30,Porto Alegre,Rio Grande do Sul,BRA,Brazil,,,,nan
358,Tsvetanka Stoycheva,1960-03-01,,,,Bulgaria,174.0,63.0,,68.382
359,Ivan Ivanov,1956-06-10,,,,Bulgaria,,,,nan
360,Petko Kichev,1950-06-09,,,,Bulgaria,174.0,72.0,,68.382
361,Stefan Mlyakov,1971-09-22,Gabrovo,Gabrovo,BUL,Bulgaria,183.0,80.0,,71.919
362,Wanda Allan-Sadegur,1955-01-24,Victoria,British Columbia,CAN,Canada,165.0,91.0,,64.845
363,Brenda Cuming,1958-09-02,,,,Canada,160.0,65.0,,62.88
364,Mary Grant,1949-02-27,Windsor,Ontario,CAN,Canada,169.0,,,66.417
365,Linda Kazienko,1955-05-29,Grimsby,Ontario,CAN,Canada,175.0,61.0,,68.775
366,Lucille Lemay,1950-07-20,Montréal,Québec,CAN,Canada,157.0,53.0,,61.701
367,Vi Muir,1934-11-04,Duncan,British Columbia,CAN,Canada,170.0,,,66.81
368,Marjory Saunders,1913-03-10,,,,Canada,162.0,,2010-11-26,63.666000000000004
369,Sylvain Cadieux,1974-09-25,Saint-Louis-de-Terrebonne,Québec,CAN,Canada,182.0,77.0,,71.526
370,Denis Canuel,1962-10-22,Schefferville,Québec,CAN,Canada,176.0,75.0,,69.168
371,Daniel Desnoyers,1957-02-27,Québec City,Québec,CAN,Canada,187.0,90.0,,73.491
372,Elmer Ewert,1934-09-19,,,,Canada,181.0,,,71.13300000000001
373,Ed Gamble,1935-09-18,Leicester,England,GBR,Canada,173.0,61.0,2016-12-31,67.989
374,Don Jackson,1932-10-25,Lindsay,Ontario,CAN,Canada,178.0,,2009-01-26,69.95400000000001
375,Dave Mann,1957-02-01,Vancouver,British Columbia,CAN,Canada,180.0,73.0,,70.74000000000001
376,John McDonald,1965-05-28,Halifax,Nova Scotia,CAN,Canada,183.0,74.0,,71.919
377,Wayne Pullen,1945-02-27,Vancouver,British Columbia,CAN,Canada,183.0,,,71.919
378,Jeannot Robitaille,1953-04-19,Dupuy,Québec,CAN,Canada,175.0,75.0,,68.775
379,Claude Rousseau,1953-06-16,Saint-Nicolas,Québec,CAN,Canada,178.0,76.0,,69.95400000000001
380,Rob Rusnov,1973-12-09,Toronto,Ontario,CAN,Canada,180.0,89.0,,70.74000000000001
381,Kevin Sally,1972-12-05,Richmond Hill,Ontario,CAN,Canada,183.0,84.0,,71.919
382,He Ying,1977-04-17,Siping,Jilin,CHN,People's Republic of China,170.0,68.0,,66.81
383,Li Lingjuan,1966-04-10,,,,People's Republic of China,166.0,62.0,,65.238
384,Ma Xiangjun,1964-10-30,Qingdao,Shandong,CHN,People's Republic of China,171.0,65.0,,67.203
385,Ma Shaorong,1970-12-13,,,,People's Republic of China,171.0,61.0,,67.203
386,Wang Hong,1965-05-22,,,,People's Republic of China,171.0,58.0,,67.203
387,Wang Jin,1960-12-05,,,,People's Republic of China,171.0,68.0,,67.203
388,Wang Xiaozhu,1973-05-15,,,,People's Republic of China,176.0,63.0,,69.168
389,Wu Yanan,1964-12-07,,,,People's Republic of China,169.0,62.0,,66.417
390,Yang Jianping,1979-12-10,Taiyuan,Shanxi,CHN,People's Republic of China,171.0,75.0,,67.203
391,Yao Yawen,1967-02-02,,,,People's Republic of China,167.0,61.0,,65.631
392,Duoji Qiuyun,1962-12-15,,,,People's Republic of China,174.0,75.0,,68.382
393,Feng Zemin,1958-01-18,,,,People's Republic of China,172.0,73.0,,67.596
394,Fu Shengjun,1972-12-28,,,,People's Republic of China,173.0,65.0,,67.989
395,Hao Wei,1968-10-30,,,,People's Republic of China,184.0,70.0,,72.312
396,Liang Qiang,1973-04-07,,,,People's Republic of China,174.0,65.0,,68.382
397,Liang Qiuzhong,1966-09-12,,,,People's Republic of China,175.0,73.0,,68.775
398,Luo Hengyu,1972-12-22,,,,People's Republic of China,186.0,86.0,,73.098
399,Ru Guang,1955-11-01,,,,People's Republic of China,170.0,64.0,,66.81
400,Shen Jun,1972-06-27,,,,People's Republic of China,,,,nan
401,Tang Hua,1977-09-06,,,,People's Republic of China,175.0,77.0,,68.775
402,Ba Yongshan,1961-08-06,,,,People's Republic of China,180.0,70.0,,70.74000000000001
403,Zhang Zheng,1963-05-18,,,,People's Republic of China,181.0,78.0,,71.13300000000001
404,María Echevarría,1960-07-07,,,,Colombia,,,,nan
405,Juan Echevarría,1962-01-28,,,,Colombia,179.0,71.0,,70.34700000000001
406,Patricia Obregón,1952-02-18,San José,San José,CRC,Costa Rica,,,2020-10-06,nan
407,Luis González,1945-11-19,San José,San José,CRC,Costa Rica,179.0,86.0,,70.34700000000001
408,Jorge Murillo,1939-11-15,San José,San José,CRC,Costa Rica,180.0,81.0,,70.74000000000001
409,Juan José Wedel,1944-06-28,San Juan de Tibás,San José,CRC,Costa Rica,177.0,73.0,2013-11-20,69.561
410,Simos Simonis,1966-07-23,,,,Cyprus,,,,nan
411,Lilli Lentz,1924-09-13,,,,Denmark,172.0,,,67.596
412,Erna Rahbek Pedersen,1926-10-06,København (Copenhagen),Hovedstaden,DEN,Denmark,172.0,,2002-01-01,67.596
413,Herluf Andersen,1931-12-25,,,,Denmark,177.0,,2013-01-30,69.561
414,Arne Jacobsen,1942-06-12,Århus (Aarhus),Midtjylland,DEN,Denmark,178.0,72.0,,69.95400000000001
415,Jan Jacobsen,1963-03-05,,,,Denmark,170.0,62.0,,66.81
416,Ole Gammelgaard Nielsen,1965-11-20,Silkeborg,Midtjylland,DEN,Denmark,181.0,72.0,,71.13300000000001
417,Jan Rytter,1973-09-05,Aalborg,Nordjylland,DEN,Denmark,,,,nan
418,Henrik Kromann Toft,1968-07-11,Aalborg,Nordjylland,DEN,Denmark,195.0,80.0,,76.635
419,Teresa Fernández,1949-10-15,Oviedo,Asturias,ESP,Spain,,,,nan
420,Ascensión Guerra,1955-02-28,Madrid,Madrid,ESP,Spain,171.0,63.0,,67.203
421,Montserrat Martín,1966-07-26,Montblanc,Tarragona,ESP,Spain,156.0,56.0,,61.308
422,María Teresa Romero,1930-09-22,Madrid,Madrid,ESP,Spain,168.0,,,66.024
423,María Teresa Valdés,1961-04-11,Lugones,Asturias,ESP,Spain,168.0,60.0,2003-06-01,66.024
424,Juan Carlos Holgado,1968-04-16,Dierdorf,Rheinland-Pfalz,GER,Spain,178.0,70.0,,69.95400000000001
425,Manuel Jiménez,1940-02-02,Manzanares,Ciudad Real,ESP,Spain,175.0,85.0,2017-09-27,68.775
426,Alfonso Menéndez,1966-05-31,Avilés,Asturias,ESP,Spain,,,,nan
427,Francisco Peralta,1943-09-18,Manzanilla,Huelva,ESP,Spain,176.0,63.0,2020-03-18,69.168
428,José Prieto,1946-04-24,Huelva,Huelva,ESP,Spain,170.0,61.0,,66.81
429,Emilio Ramos,1935-04-25,Madrid,Madrid,ESP,Spain,169.0,,,66.417
430,Manuel Rubio,1951-09-13,Barcelona,Barcelona,ESP,Spain,172.0,74.0,,67.596
431,Antonio Vázquez,1961-01-26,Levinco,Asturias,ESP,Spain,188.0,76.0,,73.884
432,Raul Kivilo,1970-10-04,Järvakandi,Raplamaa,EST,Estonia,182.0,85.0,,71.526
433,Minna Heinonen,1967-08-26,Harjavalta,Satakunta,FIN,Finland,173.0,,,67.989
434,Carita Jussila,1947-08-20,Helsinki,Uusimaa,FIN,Finland,164.0,59.0,2011-03-18,64.452
435,Päivi Meriluoto-Aaltonen,1952-12-12,Tampere,Pirkanmaa,FIN,Finland,171.0,61.0,,67.203
436,Jutta Poikolainen,1963-03-15,Tampere,Pirkanmaa,FIN,Finland,176.0,,,69.168
437,Ulla Rantala,1957-05-01,Tammela,Kanta-Häme,FIN,Finland,173.0,58.0,,67.989
438,Ismo Falck,1966-08-22,Paltamo,Kainuu,FIN,Finland,172.0,,,67.596
439,Olavi Laurila,1940-12-29,Vaasa,Pohjanmaa,FIN,Finland,181.0,90.0,,71.13300000000001
440,Jari Lipponen,1972-10-17,Kemi,Lappi,FIN,Finland,182.0,75.0,,71.526
441,Kauko Laasonen,1951-01-08,Kesälahti,Pohjois-Karjala,FIN,Finland,178.0,,,69.95400000000001
442,Kyösti Laasonen,1945-09-27,Kitee,Pohjois-Karjala,FIN,Finland,173.0,,,67.989
443,Tomi Poikolainen,1961-12-27,Helsinki,Uusimaa,FIN,Finland,178.0,,,69.95400000000001
444,Jorma Sandelin,1936-06-04,Kristiinankaupunki,Pohjanmaa,FIN,Finland,183.0,73.0,,71.919
445,Markku Syrjälä,1955-05-12,Kurikka,Etelä-Pohjanmaa,FIN,Finland,186.0,65.0,2023-10-11,73.098
446,Tommi Tuovila,1971-07-08,Kuusamo,Pohjois-Pohjanmaa,FIN,Finland,185.0,90.0,,72.705
447,Pentti Vikström,1951-12-09,Oulainen,Pohjois-Pohjanmaa,FIN,Finland,187.0,79.0,,73.491
448,Marie-Josée Bazin,1952-05-03,Avignon,Vaucluse,FRA,France,173.0,75.0,,67.989
449,Séverine Bonal,1972-02-13,Montpellier,Hérault,FRA,France,164.0,56.0,,64.452
450,Pierrette Dame,1936-08-26,,,,France,159.0,,,62.487
451,Herrad Frey,1933-08-25,Basel,Basel-Stadt,SUI,France,169.0,,2022-11-19,66.417
452,Christine Gabillard,1970-01-02,Le Perreux-sur-Marne,Val-de-Marne,FRA,France,168.0,64.0,,66.024
453,Nathalie Hibon,1969-04-24,Meaux,Seine-et-Marne,FRA,France,168.0,58.0,,66.024
454,Catherine Pellen,1956-12-04,Paris,Paris,FRA,France,175.0,73.0,,68.775
455,Marie-Christine Ventrillon,1949-03-11,,,,France,172.0,66.0,,67.596
456,Charles Aubras,,,,,France,,,,nan
457,Édouard Beaudoin,,,,,France,,,,nan
458,Henri Berton,,,,,France,,,,nan
459,Julien Brulé,1875-04-30,Avilly-Saint-Léonard,Oise,FRA,France,,,,nan
460,Gustave Cabaret,1866-11-01,Claye-Souilly,Seine-et-Marne,FRA,France,,,1918-04-04,nan
461,Alain Convard,1947-01-16,Belleville-sur-Meuse,Meuse,FRA,France,189.0,,1974-08-06,74.277
462,Albert Dauchez,,,,,France,,,,nan
463,Jean-Louis de la Croix,,,,,France,,,,nan
464, Denet,,,,,France,,,,nan
465,Gérard Douis,1952-02-29,,,,France,178.0,75.0,,69.95400000000001
466,Jacques Doyen,1943-08-21,,,,France,173.0,,,67.989
467,Léon Epin,1858-10-30,Ceintrey,Meurthe-et-Moselle,FRA,France,,,1928-07-03,nan
468,Pascal Fauvel,1882-04-08,Béthisy-Saint-Pierre,Oise,FRA,France,,,1942-10-22,nan
469,Bruno Felipe,1964-03-29,Saint-Ouen,Seine-Saint-Denis,FRA,France,180.0,69.0,,70.74000000000001
470,Émile Fisseux,1868-02-15,Paris Xe,Paris,FRA,France,,,,nan
471,Sébastien Flûte,1972-03-25,Brest,Finistère,FRA,France,170.0,58.0,,66.81
472,Claude Franclet,1964-06-23,Paris,Paris,FRA,France,176.0,65.0,,69.168
473, Galinard,,,,,France,,,,nan
474,Louis Glineur,1849-12-10,Dour,Hainaut,BEL,Belgium,,,,nan
475,Eugène Grisot,1866-12-19,Frétigney-et-Velloreille,Haute-Saône,FRA,France,,,1936-05-02,nan
476,Émile Grumiaux,1861-06-11,Hornu,Hainaut,BEL,France,,,1932-05-18,nan
477,Olivier Heck,1966-06-29,Pau,Pyrénées-Atlantiques,FRA,France,182.0,75.0,,71.526
478,Henri Helle,1873-09-04,Thiescourt,Oise,FRA,France,,,1901-06-21,nan
479,Henri Hérouin,1876-02-19,Congis-sur-Thérouanne,Seine-et-Marne,FRA,France,,,,nan
480,Oscar Jay,,,,,France,,,,nan
481,Albert le Tyrant,1946-09-12,,,,France,170.0,70.0,,66.81
482, Lecomte,,,,,France,,,,nan
483,Louis-Henry Lemirre,1929-04-08,Vire,Calvados,FRA,France,180.0,,2000-08-01,70.74000000000001
484,Paul Leroy,1884-01-13,Bellot,Seine-et-Marne,FRA,France,,,1949-04-09,nan
485,Damien Letulle,1973-04-03,Bayeux,Calvados,FRA,France,184.0,82.0,,72.312
486,Philippe Loyen,1962-11-22,,,,France,168.0,54.0,,66.024
487,Arthur Mabillon,1888-10-13,Claye-Souilly,Seine-et-Marne,FRA,France,,,1961-10-13,nan
488,Émile Mercier,,,,,France,,,,nan
489,Eugène Mougin,1852-11-17,Paris,Paris,FRA,France,,,1924-12-28,nan
490,Frédéric Petit,1857-05-06,Carnières,Nord,FRA,France,,,1947-02-19,nan
491,Alfred Poupart,,,,,France,,,,nan
492,Léonce Quentin,1880-02-16,Chartres,Eure-et-Loir,FRA,France,,,1957-12-01,nan
493,Charles Quervel,,,,,France,,,,nan
494,Eugène Richez,1864-08-05,Canly,Oise,FRA,France,,,,nan
495,Louis-Albert Salingré,,,,,France,,,,nan
496,Auguste Serrurier,1857-03-25,Denain,Nord,FRA,France,,,,nan
497,Michaël Taupin,1972-03-12,Champigny-sur-Marne,Val-de-Marne,FRA,France,180.0,67.0,,70.74000000000001
498,Victor Thibault,1867-03-08,Paris Xe,Paris,FRA,France,,,,nan
500,Lionel Torrés,1975-03-16,Perpignan,Pyrénées-Orientales,FRA,France,186.0,79.0,,73.098
501,Charles Vallée,1861-11-18,Neuilly-Saint-Front,Aisne,FRA,France,,,,nan
502,Thierry Venant,1960-12-28,Linselles,Nord,FRA,France,188.0,82.0,,73.884
503,Louis Vernet,1870-05-05,Doranges,Puy-de-Dôme,FRA,France,,,1946-03-19,nan
504,Khatuna Kvrivishvili-Lorig,1974-01-01,Tbilisi,Tbilisi,GEO,Georgia Unified Team United States,170.0,64.0,,66.81
505,Ursula Büschking,1941-09-23,Braniewo,Warmińsko-Mazurskie,POL,West Germany,169.0,55.0,,66.417
506,Manuela Dachner,1960-06-15,Pforzheim,Baden-Württemberg,GER,West Germany,171.0,68.0,,67.203
507,Astrid Hänschen,1967-01-04,Hamburg,Hamburg,GER,Germany,170.0,63.0,,66.81
508,Doris Haas,1964-12-27,Gengenbach,Baden-Württemberg,GER,West Germany,165.0,59.0,,64.845
509,Claudia Kriz,1957-01-18,Heppenheim,Hessen,GER,West Germany,156.0,52.0,,61.308
510,Barbara Mensing,1960-09-23,Herten,Nordrhein-Westfalen,GER,Germany,170.0,70.0,,66.81
511,Carla Nolpa,1946-03-10,Stod,Plzeňský kraj,CZE,West Germany,172.0,58.0,,67.596
512,Christa Öckl,1943-09-30,Ústí nad Labem,Ústecký kraj,CZE,West Germany,168.0,66.0,,66.024
513,Cornelia Pfohl,1971-02-23,,,,Germany,175.0,58.0,,68.775
514,Maria Urban,1941-12-20,Bischofshofen,Salzburg,AUT,West Germany,172.0,57.0,,67.596
515,Marion Wagner,1968-06-09,Eslohe (Sauerland),Nordrhein-Westfalen,GER,Germany,162.0,59.0,,63.666000000000004
516,Manfred Barth,1945-08-31,Hamburg,Hamburg,GER,West Germany,176.0,62.0,,69.168
517,Willi Gabriel,1939-09-24,Owiesno,Dolnośląskie,POL,West Germany,165.0,63.0,,64.845
518,Armin Garnreiter,1958-07-24,Burghausen,Bayern,GER,West Germany,173.0,80.0,,67.989
519,Detlef Kahlert,1962-08-01,Schwerte,Nordrhein-Westfalen,GER,West Germany,184.0,92.0,,72.312
520,Richard Krust,1928-08-04,Wurmberg,Baden-Württemberg,GER,West Germany,172.0,80.0,,67.596
521,Andreas Lippoldt,1967-07-03,Sindelfingen,Baden-Württemberg,GER,Germany,189.0,77.0,,74.277
522,Frank Marzoch,1965-10-22,Herne,Nordrhein-Westfalen,GER,Germany,182.0,70.0,,71.526
523,Siegfried Ortmann,1937-01-17,Ruhla,Thüringen,GER,West Germany,181.0,82.0,,71.13300000000001
524,Marc Rösicke,1971-05-13,Soest,Nordrhein-Westfalen,GER,Germany,173.0,65.0,,67.989
525,Rudi Schiffl,1941-08-18,Dachau,Bayern,GER,West Germany,185.0,77.0,2013-03-08,72.705
526,Bernhard Schulkowski,1951-10-09,Hanstedt,Niedersachsen,GER,West Germany,195.0,105.0,,76.635
527,Sandra Wagner-Sachse,1969-09-09,Eslohe (Sauerland),Nordrhein-Westfalen,GER,Germany,164.0,75.0,,64.452
528,Harry Wittig,1961-06-19,Böblingen,Baden-Württemberg,GER,West Germany,174.0,70.0,,68.382
529,Gertrude Appleyard,1865-04-22,Brighton,England,GBR,Great Britain,,,1917-06-09,nan
530,Ethel Armitage,1873-06-21,Salford,England,GBR,Great Britain,,,1957-10-17,nan
531,Nellie Babington,1877-06-12,City of London,England,GBR,Great Britain,,,1956-09-10,nan
532,Adelaide Boddam-Whetham,1860-12-09,Eden,New South Wales,AUS,Great Britain,,,1954-09-20,nan
533,Dorothy Cadman,1880-07-16,Lancaster,England,GBR,Great Britain,,,1971-12-23,nan
534,Pat Conway,1944-01-16,Birmingham,England,GBR,Great Britain,167.0,44.0,,65.631
535,Doris Day,1872-08-03,Abbeycwmhir,Wales,GBR,Great Britain,,,1966-08-30,nan
536,Lottie Dod,1871-09-24,Bebington,England,GBR,Great Britain,,,1960-06-27,nan
537,Pauline Edwards,1949-04-23,Dartford,England,GBR,Great Britain,162.0,56.0,,63.666000000000004
538,Lynne Evans,1948-08-05,Pontypridd,Wales,GBR,Great Britain,173.0,,,67.989
539,Rachel Fenwick,1935-10-25,,,,Great Britain,165.0,49.0,,64.845
540,Joanne Franks-Edens,1967-10-01,,,,Great Britain,172.0,60.0,,67.596
541,Angela Goodall,1961-08-29,Glasgow,Scotland,GBR,Great Britain,167.0,62.0,,65.631
542,Christine Harris,1956-01-14,,,,Great Britain,168.0,63.0,,66.024
543,Sylvia Harris,1965-03-17,Chorley,England,GBR,Great Britain,175.0,66.0,,68.775
544,Beatrice Hill-Lowe,1868-01-26,Ardee,Louth,IRL,Great Britain,,,1951-07-02,nan
545,Dora Honnywill,1870-12-17,Benenden,England,GBR,Great Britain,,,1959-03-18,nan
546,Martina Hyde,1866-12-25,,,,Great Britain,,,1937-05-17,nan
547,Sarah Leonard,1862-03-21,,,,Great Britain,,,1951-06-05,nan
548,Katherine Mudge,1881-08-16,Llanbedr,Wales,GBR,Great Britain,,,1975-07-26,nan
549,Sybil Newall,1854-10-17,Calderbrook,England,GBR,Great Britain,,,1929-06-24,nan
550,Louisa Nott Bower,1861-03-27,Troedyraur,Wales,GBR,Great Britain,,,1925-09-06,nan
551,Gillian Patterson,1963-09-26,,,,Great Britain,165.0,59.0,,64.845
552,Lillias Robertson,1882-07-20,Richmond,England,GBR,Great Britain,,,1976-03-13,nan
553,Eileen Robinson,1951-03-06,Manchester,England,GBR,Great Britain,170.0,64.0,,66.81
554,Emily Rushton,1850-01-01,Halliwell,England,GBR,Great Britain,,,1939-06-30,nan
555,Cheryl Sutton,1946-09-23,Norwich,England,GBR,Great Britain,160.0,72.0,,62.88
556,Carol Sykes,1941-12-11,,,,Great Britain,165.0,,,64.845
557,Albertine Thackwell,1863-06-19,Alcester,England,GBR,Great Britain,,,1944-09-22,nan
558,Janetta Vance,1855-02-16,Dublin,Dublin,IRL,Great Britain,,,1921-11-15,nan
559,Jessie Wadworth,1863-11-12,Devizes,England,GBR,Great Britain,,,1936-07-08,nan
560,Brenda Wadworth,1885-11-26,Devizes,England,GBR,Great Britain,,,1962-01-28,nan
561,Margaret Weedon,1853-10-31,Lewes,England,GBR,Great Britain,,,1930-10-19,nan
562,Sue Willcox,1954-04-06,Bristol,England,GBR,Great Britain,172.0,64.0,,67.596
563,Hilda Williams,1876-01-01,Marton,England,GBR,Great Britain,,,1922-07-10,nan
564,Alison Williamson,1971-11-03,Melton Mowbray,England,GBR,Great Britain,170.0,73.0,,66.81
565,Lillian Wilson,1864-11-12,Kidderminster,England,GBR,Great Britain,,,1909-03-01,nan
566,Ina Wood,1886-09-02,Fittleworth,England,GBR,Great Britain,,,1961-01-25,nan
567,Robert Backhouse,1854-03-10,Darlington,England,GBR,Great Britain,,,1940-04-10,nan
568,Richard Bagnall-Oakeley,1865-11-12,Penallt,Wales,GBR,Great Britain,,,1947-07-05,nan
569,Ron Bishop,1931-05-30,Liverpool,England,GBR,Great Britain,179.0,,2023-06-08,70.34700000000001
570,Mark Blenkarne,1957-10-07,London,England,GBR,Great Britain,183.0,70.0,,71.919
571,John Bridges,1852-03-26,Horsham,England,GBR,Great Britain,,,1925-02-12,nan
572,Reginald Brooks-King,1861-08-27,Monmouth,Wales,GBR,Great Britain,,,1938-09-19,nan
573,Charles Coates,1857-04-05,Clapham Rise,England,GBR,Great Britain,,,1922-02-15,nan
574,Geoffrey Cornewall,1869-05-07,Moccas,England,GBR,Great Britain,,,1951-01-21,nan
575,William Dod,1867-07-18,Lower Bebington,England,GBR,Great Britain,,,1954-10-08,nan
576,Peter Gillam,1956-01-02,Folkestone,England,GBR,Great Britain,180.0,76.0,,70.74000000000001
577,Steven Hallard,1965-02-22,Rugby,England,GBR,Great Britain,188.0,84.0,,73.884
578,Gary Hardinges,1965-12-06,Eastcote,England,GBR,Great Britain,173.0,73.0,,67.989
